t	y	dy	ddy
3.985698302134996762e+00	2.291733388092088930e+00	9.544659954577341399e-01	6.530475776997411719e-02
3.995698302134996549e+00	2.301281300835543941e+00	9.551153106075458421e-01	6.455918240655847407e-02
4.005698302134996780e+00	2.310835669542776305e+00	9.557571973203864424e-01	6.381907137426737209e-02
4.015698302134996567e+00	2.320396420202729182e+00	9.563917102682653049e-01	6.308443028717657108e-02
4.025698302134996354e+00	2.329963479351334410e+00	9.570189041755751136e-01	6.235526400878924763e-02
4.035698302134996140e+00	2.339536774071998781e+00	9.576388338116134102e-01	6.163157665747000247e-02
4.045698302134995927e+00	2.349116231996014825e+00	9.582515539831588658e-01	6.091337161202162870e-02
4.055698302134995714e+00	2.358701781302900535e+00	9.588571195271041736e-01	6.020065151740162934e-02
4.065698302134995501e+00	2.368293350720661827e+00	9.594555853031464521e-01	5.949341829057532699e-02
4.075698302134995288e+00	2.377890869525986606e+00	9.600470061865377103e-01	5.879167312650251248e-02
4.085698302134995075e+00	2.387494267544362003e+00	9.606314370608948217e-01	5.809541650425451009e-02
4.095698302134994861e+00	2.397103475150124119e+00	9.612089328110718922e-01	5.740464819325842571e-02
4.105698302134994648e+00	2.406718423266434037e+00	9.617795483160955783e-01	5.671936725966551796e-02
4.115698302134994435e+00	2.416339043365184569e+00	9.623433384421645753e-01	5.603957207284041703e-02
4.125698302134994222e+00	2.425965267466838160e+00	9.629003580357148318e-01	5.536526031196799952e-02
4.135698302134994009e+00	2.435597028140193743e+00	9.634506619165512653e-01	5.469642897277474103e-02
4.145698302134993796e+00	2.445234258502086533e+00	9.639943048710472029e-01	5.403307437436126459e-02
4.155698302134993583e+00	2.454876892217019879e+00	9.645313416454126543e-01	5.337519216614280276e-02
4.165698302134993369e+00	2.464524863496731832e+00	9.650618269390327519e-01	5.272277733489444396e-02
4.175698302134993156e+00	2.474178107099691548e+00	9.655858153978768010e-01	5.207582421189774907e-02
4.185698302134992943e+00	2.483836558330534405e+00	9.661033616079796049e-01	5.143432648018554654e-02
4.195698302134992730e+00	2.493500153039429179e+00	9.666145200889956213e-01	5.079827718188161673e-02
4.205698302134992517e+00	2.503168827621383041e+00	9.671193452878270591e-01	5.016766872563196283e-02
4.215698302134992304e+00	2.512842519015481280e+00	9.676178915723262497e-01	4.954249289412441387e-02
4.225698302134992090e+00	2.522521164704067509e+00	9.681102132250744008e-01	4.892274085169322217e-02
4.235698302134991877e+00	2.532204702711858602e+00	9.685963644372362902e-01	4.830840315200544965e-02
4.245698302134991664e+00	2.541893071605000998e+00	9.690763993024923417e-01	4.769946974582575661e-02
4.255698302134991451e+00	2.551586210490065287e+00	9.695503718110487501e-01	4.709592998885643589e-02
4.265698302134991238e+00	2.561284059012981729e+00	9.700183358437264314e-01	4.649777264964934792e-02
4.275698302134991025e+00	2.570986557357918034e+00	9.704803451661301317e-01	4.590498591758710584e-02
4.285698302134990811e+00	2.580693646246097650e+00	9.709364534228945853e-01	4.531755741092715478e-02
4.295698302134990598e+00	2.590405266934562967e+00	9.713867141320154941e-01	4.473547418491106986e-02
4.305698302134990385e+00	2.600121361214878135e+00	9.718311806792599983e-01	4.415872273993182162e-02
4.315698302134990172e+00	2.609841871411782588e+00	9.722699063126596375e-01	4.358728902975608777e-02
4.325698302134989959e+00	2.619566740381782832e+00	9.727029441370845797e-01	4.302115846979929353e-02
4.335698302134989746e+00	2.629295911511697170e+00	9.731303471089021162e-01	4.246031594544996679e-02
4.345698302134989532e+00	2.639029328717143130e+00	9.735521680307182013e-01	4.190474582044017432e-02
4.355698302134989319e+00	2.648766936440973385e+00	9.739684595462029248e-01	4.135443194525887517e-02
4.365698302134989106e+00	2.658508679651661932e+00	9.743792741350001396e-01	4.080935766560504774e-02
4.375698302134988893e+00	2.668254503841637426e+00	9.747846641077222429e-01	4.026950583087744728e-02
4.385698302134988680e+00	2.678004355025569438e+00	9.751846816010294461e-01	3.973485880269795462e-02
4.395698302134988467e+00	2.687758179738604536e+00	9.755793785727949752e-01	3.920539846346533103e-02
4.405698302134988253e+00	2.697515925034553952e+00	9.759688067973556480e-01	3.868110622493643735e-02
4.415698302134988040e+00	2.707277538484034629e+00	9.763530178608486043e-01	3.816196303683179469e-02
4.425698302134987827e+00	2.717042968172565409e+00	9.767320631566339673e-01	3.764794939546255159e-02
4.435698302134987614e+00	2.726812162698616149e+00	9.771059938808037693e-01	3.713904535237579768e-02
4.445698302134987401e+00	2.736585071171611983e+00	9.774748610277779193e-01	3.663523052301533717e-02
4.455698302134987188e+00	2.746361643209897174e+00	9.778387153859863234e-01	3.613648409539501477e-02
4.465698302134986974e+00	2.756141828938651894e+00	9.781976075336380472e-01	3.564278483878158266e-02
4.475698302134986761e+00	2.765925578987769917e+00	9.785515878345772967e-01	3.515411111238442993e-02
4.485698302134986548e+00	2.775712844489695463e+00	9.789007064342262199e-01	3.467044087404914932e-02
4.495698302134986335e+00	2.785503577077217408e+00	9.792450132556149711e-01	3.419175168895229738e-02
4.505698302134986122e+00	2.795297728881227073e+00	9.795845579954983728e-01	3.371802073829450325e-02
4.515698302134985909e+00	2.805095252528436056e+00	9.799193901205593971e-01	3.324922482798921275e-02
4.525698302134985695e+00	2.814896101139057194e+00	9.802495588637001322e-01	3.278534039734436883e-02
4.535698302134985482e+00	2.824700228324447782e+00	9.805751132204184595e-01	3.232634352773440523e-02
4.545698302134985269e+00	2.834507588184718596e+00	9.808961019452729913e-01	3.187220995125986112e-02
4.555698302134985056e+00	2.844318135306306949e+00	9.812125735484324984e-01	3.142291505939209806e-02
4.565698302134984843e+00	2.854131824759516434e+00	9.815245762923135997e-01	3.097843391160054125e-02
4.575698302134984630e+00	2.863948612096020696e+00	9.818321581883032723e-01	3.053874124395994025e-02
4.585698302134984417e+00	2.873768453346340568e+00	9.821353669935681818e-01	3.010381147773516161e-02
4.595698302134984203e+00	2.883591305017283890e+00	9.824342502079491668e-01	2.967361872794113675e-02
4.605698302134983990e+00	2.893417124089356474e+00	9.827288550709415427e-01	2.924813681187552264e-02
4.615698302134983777e+00	2.903245868014146858e+00	9.830192285587604495e-01	2.882733925762172994e-02
4.625698302134983564e+00	2.913077494711676874e+00	9.833054173814912424e-01	2.841119931252006695e-02
4.635698302134983351e+00	2.922911962567726007e+00	9.835874679803239262e-01	2.799968995160467822e-02
4.645698302134983138e+00	2.932749230431131782e+00	9.838654265248725217e-01	2.759278388600406445e-02
4.655698302134982924e+00	2.942589257611057274e+00	9.841393389105775880e-01	2.719045357130303944e-02
4.665698302134982711e+00	2.952432003874239541e+00	9.844092507561924554e-01	2.679267121586393838e-02
4.675698302134982498e+00	2.962277429442209620e+00	9.846752074013525036e-01	2.639940878910504440e-02
4.685698302134982285e+00	2.972125494988489436e+00	9.849372539042270391e-01	2.601063802973412747e-02
4.695698302134982072e+00	2.981976161635765621e+00	9.851954350392526649e-01	2.562633045393512138e-02
4.705698302134981859e+00	2.991829390953041568e+00	9.854497952949495820e-01	2.524645736350598912e-02
4.715698302134981645e+00	3.001685144952766837e+00	9.857003788718173842e-01	2.487098985394583378e-02
4.725698302134981432e+00	3.011543386087948360e+00	9.859472296803128977e-01	2.449989882248941944e-02
4.735698302134981219e+00	3.021404077249238984e+00	9.861903913389072907e-01	2.413315497608724269e-02
4.745698302134981006e+00	3.031267181762007823e+00	9.864299071722225642e-01	2.377072883932941291e-02
4.755698302134980793e+00	3.041132663383394608e+00	9.866658202092478680e-01	2.341259076231158240e-02
4.765698302134980580e+00	3.051000486299343173e+00	9.868981731816331981e-01	2.305871092844124018e-02
4.775698302134980366e+00	3.060870615121620286e+00	9.871270085220616997e-01	2.270905936218275273e-02
4.785698302134980153e+00	3.070743014884818045e+00	9.873523683626983516e-01	2.236360593673953137e-02
4.795698302134979940e+00	3.080617651043341620e+00	9.875742945337157019e-01	2.202232038167178593e-02
4.805698302134979727e+00	3.090494489468382788e+00	9.877928285618950976e-01	2.168517229044837277e-02
4.815698302134979514e+00	3.100373496444877475e+00	9.880080116693032988e-01	2.135213112793125576e-02
4.825698302134979301e+00	3.110254638668453531e+00	9.882198847720436996e-01	2.102316623779119237e-02
4.835698302134979087e+00	3.120137883242366517e+00	9.884284884790810466e-01	2.069824684985327456e-02
4.845698302134978874e+00	3.130023197674419499e+00	9.886338630911393199e-01	2.037734208737099900e-02
4.855698302134978661e+00	3.139910549873878409e+00	9.888360485996724458e-01	2.006042097422758644e-02
4.865698302134978448e+00	3.149799908148372740e+00	9.890350846859059519e-01	1.974745244206334988e-02
4.875698302134978235e+00	3.159691241200790035e+00	9.892310107199497882e-01	1.943840533732790060e-02
4.885698302134978022e+00	3.169584518126159711e+00	9.894238657599818687e-01	1.913324842825607844e-02
4.895698302134977808e+00	3.179479708408529337e+00	9.896136885515000037e-01	1.883195041176649945e-02
4.905698302134977595e+00	3.189376781917836468e+00	9.898005175266428868e-01	1.853447992028166291e-02
4.915698302134977382e+00	3.199275708906769822e+00	9.899843908035793616e-01	1.824080552846866696e-02
4.925698302134977169e+00	3.209176460007604703e+00	9.901653461859615257e-01	1.795089575994595829e-02
4.935698302134976956e+00	3.219079006229070394e+00	9.903434211624465577e-01	1.766471909383559441e-02
4.945698302134976743e+00	3.228983318953285497e+00	9.905186529063013667e-01	1.738224397106815505e-02
4.955698302134976529e+00	3.238889369932480999e+00	9.906910782750310007e-01	1.710343880106365497e-02
4.965698302134976316e+00	3.248797131285875661e+00	9.908607338101022011e-01	1.682827196797825886e-02
4.975698302134976103e+00	3.258706575506504777e+00	9.910276557279315002e-01	1.655671183658400519e-02
4.985698302134975890e+00	3.268617675432939684e+00	9.911918799416997716e-01	1.628872675944559659e-02
4.995698302134975677e+00	3.278530404261311482e+00	9.913534420480751841e-01	1.602428508232744270e-02
5.005698302134975464e+00	3.288444735547192188e+00	9.915123773227823012e-01	1.576335514987680861e-02
5.015698302134975251e+00	3.298360643197324915e+00	9.916687207250124425e-01	1.550590531183605042e-02
5.025698302134975037e+00	3.308278101466461951e+00	9.918225068975037306e-01	1.525190392885542208e-02
5.035698302134974824e+00	3.318197084954201959e+00	9.919737701666794250e-01	1.500131937821839144e-02
5.045698302134974611e+00	3.328117568601826726e+00	9.921225445428419887e-01	1.475412005947856521e-02
5.055698302134974398e+00	3.338039527689141472e+00	9.922688637204242212e-01	1.451027440000767464e-02
5.065698302134974185e+00	3.347962937831317376e+00	9.924127610782942366e-01	1.426975086045428887e-02
5.075698302134973972e+00	3.357887774975738981e+00	9.925542696801156195e-01	1.403251794011294018e-02
5.085698302134973758e+00	3.367814015398851613e+00	9.926934222747598735e-01	1.379854418220332994e-02
5.095698302134973545e+00	3.377741635703018996e+00	9.928302512967720483e-01	1.356779817905941557e-02
5.105698302134973332e+00	3.387670612813379556e+00	9.929647888668873268e-01	1.334024857722811153e-02
5.115698302134973119e+00	3.397600923974712916e+00	9.930970667925984596e-01	1.311586408247747242e-02
5.125698302134972906e+00	3.407532546748309965e+00	9.932271165687722725e-01	1.289461346471417955e-02
5.135698302134972693e+00	3.417465459008850015e+00	9.933549693783154666e-01	1.267646556281025461e-02
5.145698302134972479e+00	3.427399638941283744e+00	9.934806560928880481e-01	1.246138928933891374e-02
5.155698302134972266e+00	3.437335065037726345e+00	9.936042072736637198e-01	1.224935363521953251e-02
5.165698302134972053e+00	3.447271716094356009e+00	9.937256531721361252e-01	1.204032767427171656e-02
5.175698302134971840e+00	3.457209571208319510e+00	9.938450237309698343e-01	1.183428056767852482e-02
5.185698302134971627e+00	3.467148609774651558e+00	9.939623485848967377e-01	1.163118156835889205e-02
5.195698302134971414e+00	3.477088811483196817e+00	9.940776570616542962e-01	1.143100002524936355e-02
5.205698302134971200e+00	3.487030156315547469e+00	9.941909781829666448e-01	1.123370538749526165e-02
5.215698302134970987e+00	3.496972624541987429e+00	9.943023406655677743e-01	1.103926720855146967e-02
5.225698302134970774e+00	3.506916196718446344e+00	9.944117729222644586e-01	1.084765515019298250e-02
5.235698302134970561e+00	3.516860853683467347e+00	9.945193030630389286e-01	1.065883898643549266e-02
5.245698302134970348e+00	3.526806576555184147e+00	9.946249588961909582e-01	1.047278860736624434e-02
5.255698302134970135e+00	3.536753346728310543e+00	9.947287679295171436e-01	1.028947402288542430e-02
5.265698302134969921e+00	3.546701145871139715e+00	9.948307573715272634e-01	1.010886536635842436e-02
5.275698302134969708e+00	3.556649955922559503e+00	9.949309541326970541e-01	9.930932898179287843e-03
5.285698302134969495e+00	3.566599759089077004e+00	9.950293848267555141e-01	9.755647009245740561e-03
5.295698302134969282e+00	3.576550537841858723e+00	9.951260757720076233e-01	9.582978224346143034e-03
5.305698302134969069e+00	3.586502274913783594e+00	9.952210529926892590e-01	9.412897205458842578e-03
5.315698302134968856e+00	3.596454953296507107e+00	9.953143422203554191e-01	9.245374754964312200e-03
5.325698302134968642e+00	3.606408556237543639e+00	9.954059688953000862e-01	9.080381818770581065e-03
5.335698302134968429e+00	3.616363067237359452e+00	9.954959581680064007e-01	8.917889489352428395e-03
5.345698302134968216e+00	3.626318470046483444e+00	9.955843349006274767e-01	8.757869008704862943e-03
5.355698302134968003e+00	3.636274748662630341e+00	9.956711236684959720e-01	8.600291771211413666e-03
5.365698302134967790e+00	3.646231887327840315e+00	9.957563487616618580e-01	8.445129326427809266e-03
5.375698302134967577e+00	3.656189870525635044e+00	9.958400341864578342e-01	8.292353381781599961e-03
5.385698302134967363e+00	3.666148682978186635e+00	9.959222036670911660e-01	8.141935805188346004e-03
5.395698302134967150e+00	3.676108309643505656e+00	9.960028806472610574e-01	7.993848627584988764e-03
5.405698302134966937e+00	3.686068735712644262e+00	9.960820882918016705e-01	7.848064045381032347e-03
5.415698302134966724e+00	3.696029946606915306e+00	9.961598494883483479e-01	7.704554422828200147e-03
5.425698302134966511e+00	3.705991927975128775e+00	9.962361868490278161e-01	7.563292294309264564e-03
5.435698302134966298e+00	3.715954665690845982e+00	9.963111227121703717e-01	7.424250366546709078e-03
5.445698302134966085e+00	3.725918145849650198e+00	9.963846791440441608e-01	7.287401520731965135e-03
5.455698302134965871e+00	3.735882354766433266e+00	9.964568779406101084e-01	7.152718814575934232e-03
5.465698302134965658e+00	3.745847278972703087e+00	9.965277406292970541e-01	7.020175484281554121e-03
5.475698302134965445e+00	3.755812905213906205e+00	9.965972884707962054e-01	6.889744946439155075e-03
5.485698302134965232e+00	3.765779220446770825e+00	9.966655424608742431e-01	6.761400799845387714e-03
5.495698302134965019e+00	3.775746211836665367e+00	9.967325233322041900e-01	6.635116827246515143e-03
5.505698302134964806e+00	3.785713866754977008e+00	9.967982515562130441e-01	6.510866997006863055e-03
5.515698302134964592e+00	3.795682172776509322e+00	9.968627473449461762e-01	6.388625464703240504e-03
5.525698302134964379e+00	3.805651117676895900e+00	9.969260306529473814e-01	6.268366574646174437e-03
5.535698302134964166e+00	3.815620689430037960e+00	9.969881211791530307e-01	6.150064861328775022e-03
5.545698302134963953e+00	3.825590876205554824e+00	9.970490383688010994e-01	6.033695050804097418e-03
5.555698302134963740e+00	3.835561666366258393e+00	9.971088014153534074e-01	5.919232061991854324e-03
5.565698302134963527e+00	3.845533048465643589e+00	9.971674292624305158e-01	5.806651007915347544e-03
5.575698302134963313e+00	3.855505011245401015e+00	9.972249406057585031e-01	5.695927196869502405e-03
5.585698302134963100e+00	3.865477543632946933e+00	9.972813538951272871e-01	5.587036133520890610e-03
5.595698302134962887e+00	3.875450634738974109e+00	9.973366873363598284e-01	5.479953519940640103e-03
5.605698302134962674e+00	3.885424273855022648e+00	9.973909588932906578e-01	5.374655256571133147e-03
5.615698302134962461e+00	3.895398450451068140e+00	9.974441862897542865e-01	5.271117443127408542e-03
5.625698302134962248e+00	3.905373154173133798e+00	9.974963870115823861e-01	5.169316379434186516e-03
5.635698302134962034e+00	3.915348374840918577e+00	9.975475783086087400e-01	5.069228566199433968e-03
5.645698302134961821e+00	3.925324102445448826e+00	9.975977771966813012e-01	4.970830705725409401e-03
5.655698302134961608e+00	3.935300327146748156e+00	9.976470004596819097e-01	4.874099702558119113e-03
5.665698302134961395e+00	3.945277039271526398e+00	9.976952646515515610e-01	4.779012664076122234e-03
5.675698302134961182e+00	3.955254229310892988e+00	9.977425860983212269e-01	4.685546901019637007e-03
5.685698302134960969e+00	3.965231887918085896e+00	9.977889809001482258e-01	4.593679927960885902e-03
5.695698302134960755e+00	3.975210005906224087e+00	9.978344649333563687e-01	4.503389463716640610e-03
5.705698302134960542e+00	3.985188574246078197e+00	9.978790538524804354e-01	4.414653431703914957e-03
5.715698302134960329e+00	3.995167584063864741e+00	9.979227630923135361e-01	4.327449960239764144e-03
5.725698302134960116e+00	4.005147026639057195e+00	9.979656078699574717e-01	4.241757382786154849e-03
5.735698302134959903e+00	4.015126893402221953e+00	9.980076031868753139e-01	4.157554238140848991e-03
5.745698302134959690e+00	4.025107175932868486e+00	9.980487638309453180e-01	4.074819270575286492e-03
5.755698302134959476e+00	4.035087865957325270e+00	9.980891043785159455e-01	3.993531429920407251e-03
5.765698302134959263e+00	4.045068955346637907e+00	9.981286391964622196e-01	3.913669871601385512e-03
5.775698302134959050e+00	4.055050436114480128e+00	9.981673824442411913e-01	3.835213956622234195e-03
5.785698302134958837e+00	4.065032300415090560e+00	9.982053480759475184e-01	3.758143251501241087e-03
5.795698302134958624e+00	4.075014540541232577e+00	9.982425498423682653e-01	3.682437528158197942e-03
5.805698302134958411e+00	4.084997148922169252e+00	9.982790012930360390e-01	3.608076763754376574e-03
5.815698302134958197e+00	4.094980118121660517e+00	9.983147157782803482e-01	3.535041140486214727e-03
5.825698302134957984e+00	4.104963440835981636e+00	9.983497064512766306e-01	3.463311045333661038e-03
5.835698302134957771e+00	4.114947109891963883e+00	9.983839862700931711e-01	3.392867069764134505e-03
5.845698302134957558e+00	4.124931118245050321e+00	9.984175679997336905e-01	3.323690009393043439e-03
5.855698302134957345e+00	4.134915458977379110e+00	9.984504642141772690e-01	3.255760863601817132e-03
5.865698302134957132e+00	4.144900125295880144e+00	9.984826872984137180e-01	3.189060835114384401e-03
5.875698302134956919e+00	4.154885110530397441e+00	9.985142494504751776e-01	3.123571329533043547e-03
5.885698302134956705e+00	4.164870408131829294e+00	9.985451626834619399e-01	3.059273954834654859e-03
5.895698302134956492e+00	4.174856011670287970e+00	9.985754388275637217e-01	2.996150520828086763e-03
5.905698302134956279e+00	4.184841914833282495e+00	9.986050895320749410e-01	2.934183038573843268e-03
5.915698302134956066e+00	4.194828111423917427e+00	9.986341262674044428e-01	2.873353719766787336e-03
5.925698302134955853e+00	4.204814595359116502e+00	9.986625603270784524e-01	2.813644976082881315e-03
5.935698302134955640e+00	4.214801360667861374e+00	9.986904028297369784e-01	2.755039418490848237e-03
5.945698302134955426e+00	4.224788401489454337e+00	9.987176647211231106e-01	2.697519856529660351e-03
5.955698302134955213e+00	4.234775712071800591e+00	9.987443567760649898e-01	2.641069297552754800e-03
5.965698302134955000e+00	4.244763286769705601e+00	9.987704896004502286e-01	2.585670945939858544e-03
5.975698302134954787e+00	4.254751120043197332e+00	9.987960736331920053e-01	2.531308202277317201e-03
5.985698302134954574e+00	4.264739206455865350e+00	9.988211191481867202e-01	2.477964662507799957e-03
5.995698302134954361e+00	4.274727540673223025e+00	9.988456362562631030e-01	2.425624117050249624e-03
6.000000000000000000e+00	4.279024295188092353e+00	9.988560227211903397e-01	2.403413323450450095e-03
